file,type,dataset,detected_count,time_ns,first_x,first_y,first_w,first_h
0004802_labelled.jpg,Finland,DS1,0,31085600,0,0,0,0
0006835.jpg,Finland,DS1,0,25042500,0,0,0,0
0006835_labelled.jpg,Finland,DS1,0,26684500,0,0,0,0
0007436.jpg,Finland,DS1,1,32416400,310,780,233,58
0007436_labelled.jpg,Finland,DS1,0,31088100,0,0,0,0
0008416.jpg,Finland,DS1,0,27423300,0,0,0,0
0008416_labelled.jpg,Finland,DS1,0,22549600,0,0,0,0
0009654.jpg,Finland,DS1,1,46351500,1443,390,243,61
0009654_labelled.jpg,Finland,DS1,1,44480300,1443,388,243,61
0015069.jpg,Finland,DS1,0,13648700,0,0,0,0
0015069_labelled.jpg,Finland,DS1,0,14549400,0,0,0,0
0018232.jpg,Finland,DS1,0,19781000,0,0,0,0
0018232_labelled.jpg,Finland,DS1,0,22285500,0,0,0,0
105000_labelled.jpg,for_notebook,DS1,0,177139200,0,0,0,0
15974400_labelled.jpg,for_notebook,DS1,0,17188400,0,0,0,0
11160149_labelled.jpg,for_notebook,DS1,0,39095200,0,0,0,0
1440000_labelled.jpg,for_notebook,DS1,1,121324300,1381,1196,132,33
1042000_labelled.jpg,for_notebook,DS1,0,18816800,0,0,0,0
1187019_labelled.jpg,for_notebook,DS1,1,223447900,1988,1568,179,45
14649600_labelled.jpg,for_notebook,DS1,0,18475100,0,0,0,0
128000_labelled.jpg,for_notebook,DS1,2,45371800,1214,574,150,37
10070000_labelled.jpg,for_notebook,DS1,0,19628600,0,0,0,0
13617920_labelled.jpg,for_notebook,DS1,0,17268900,0,0,0,0
1075200_labelled.jpg,for_notebook,DS1,0,48775600,0,0,0,0
107007_labelled.jpg,for_notebook,DS1,0,134504000,0,0,0,0
100000_labelled.jpg,for_notebook,DS1,0,145225500,0,0,0,0
11550720_labelled.jpg,for_notebook,DS1,0,20037900,0,0,0,0
1195000_labelled.jpg,for_notebook,DS1,1,180046300,358,1968,226,56
10109440_labelled.jpg,for_notebook,DS1,0,14928500,0,0,0,0
12165120_labelled.jpg,for_notebook,DS1,0,15201900,0,0,0,0
1024000_labelled.jpg,for_notebook,DS1,0,15246500,0,0,0,0
12968640_labelled.jpg,for_notebook,DS1,0,16867800,0,0,0,0
105300195_labelled.jpg,for_notebook,DS1,0,15234700,0,0,0,0
12600588_labelled.jpg,for_notebook,DS1,1,43352000,705,860,144,36
11520000_labelled.jpg,for_notebook,DS1,0,13802500,0,0,0,0
108072960_labelled.jpg,for_notebook,DS1,0,15199100,0,0,0,0
150025_labelled.jpg,for_notebook,DS1,0,101670300,0,0,0,0
10122240_labelled.jpg,for_notebook,DS1,0,39159400,0,0,0,0
3a__aa__04df82ac4bb6b13334f84f5e818f_labelled.jpg,for_notebook,DS1,0,10301000,0,0,0,0
04629_labelled.jpg,for_notebook,DS1,3,69435000,210,280,157,39
0000299_labelled.jpg,for_notebook,DS1,0,33025500,0,0,0,0
00305_labelled.jpg,for_notebook,DS1,0,29824800,0,0,0,0
01517_labelled.jpg,for_notebook,DS1,1,23226400,250,355,248,62
0000851_labelled.jpg,for_notebook,DS1,1,45126700,934,382,144,36
0003596_labelled.jpg,for_notebook,DS1,0,34388200,0,0,0,0
0001268_labelled.jpg,for_notebook,DS1,0,10779900,0,0,0,0
0006614_labelled.jpg,for_notebook,DS1,0,38943500,0,0,0,0
00696_labelled.jpg,for_notebook,DS1,0,35834100,0,0,0,0
03487_labelled.jpg,for_notebook,DS1,0,43227500,0,0,0,0
02812_labelled.jpg,for_notebook,DS1,0,13771000,0,0,0,0
0006859_labelled.jpg,for_notebook,DS1,0,14943600,0,0,0,0
0001582_labelled.jpg,for_notebook,DS1,0,55086300,0,0,0,0
00446_labelled.jpg,for_notebook,DS1,1,34853400,318,280,816,204
0000041_labelled.jpg,for_notebook,DS1,0,58984700,0,0,0,0
0000269_labelled.jpg,for_notebook,DS1,2,41861400,674,776,276,69
0000395_labelled.jpg,for_notebook,DS1,0,62804500,0,0,0,0
0000196_labelled.jpg,for_notebook,DS1,0,35467200,0,0,0,0
0001882_labelled.jpg,for_notebook,DS1,3,53574300,846,445,137,34
0001035_labelled.jpg,for_notebook,DS1,3,30026200,116,434,135,34
0000810_labelled.jpg,for_notebook,DS1,1,12104200,414,455,160,40
Abu Dhabi__13 94120__7383_labelled.jpg,for_notebook,DS1,0,31402200,0,0,0,0
0019598_labelled.jpg,for_notebook,DS1,2,77759000,1530,428,158,40
02072_labelled.jpg,for_notebook,DS1,0,73030000,0,0,0,0
00704_labelled.jpg,for_notebook,DS1,0,40578300,0,0,0,0
13617920.jpg,Kazakhstan,DS1,0,16521400,0,0,0,0
13617920_labelled.jpg,Kazakhstan,DS1,0,15522000,0,0,0,0
15206400.jpg,Kazakhstan,DS1,0,17330900,0,0,0,0
15206400_labelled.jpg,Kazakhstan,DS1,0,15112600,0,0,0,0
16066560.jpg,Kazakhstan,DS1,0,15617900,0,0,0,0
16066560_labelled.jpg,Kazakhstan,DS1,0,15475800,0,0,0,0
23726080.jpg,Kazakhstan,DS1,0,16032400,0,0,0,0
23726080_labelled.jpg,Kazakhstan,DS1,0,15559400,0,0,0,0
27340800.jpg,Kazakhstan,DS1,0,15751500,0,0,0,0
27340800_labelled.jpg,Kazakhstan,DS1,0,15095700,0,0,0,0
29866880.jpg,Kazakhstan,DS1,1,16069800,640,358,260,65
29866880_labelled.jpg,Kazakhstan,DS1,1,17846300,640,358,260,65
3194880.jpg,Kazakhstan,DS1,0,17270500,0,0,0,0
3194880_labelled.jpg,Kazakhstan,DS1,0,19083200,0,0,0,0
4531200.jpg,Kazakhstan,DS1,0,19613600,0,0,0,0
4531200_labelled.jpg,Kazakhstan,DS1,0,21337700,0,0,0,0
5468160.jpg,Kazakhstan,DS1,0,16245100,0,0,0,0
5468160_labelled.jpg,Kazakhstan,DS1,0,16002500,0,0,0,0
900900.jpg,Kazakhstan,DS1,1,18933000,769,464,160,40
900900_labelled.jpg,Kazakhstan,DS1,1,22043900,778,466,151,38
00696.jpg,Kazakhstan,DS1,0,32004100,0,0,0,0
00696_labelled.jpg,Kazakhstan,DS1,0,24032900,0,0,0,0
01261.jpg,Kazakhstan,DS1,1,31164600,733,837,249,62
01261_labelled.jpg,Kazakhstan,DS1,1,35241700,726,836,261,66
01354.jpg,Kazakhstan,DS1,1,29968900,468,538,356,89
01354_labelled.jpg,Kazakhstan,DS1,0,29505000,0,0,0,0
05527.jpg,Kazakhstan,DS1,1,22289100,519,411,243,61
05527_labelled.jpg,Kazakhstan,DS1,1,20958900,519,411,243,61
07456.jpg,Kazakhstan,DS1,0,27575200,0,0,0,0
07456_labelled.jpg,Kazakhstan,DS1,0,27981700,0,0,0,0
10359.jpg,Kazakhstan,DS1,0,18690800,0,0,0,0
10359_labelled.jpg,Kazakhstan,DS1,0,19946600,0,0,0,0
11030.jpg,Kazakhstan,DS1,1,51374700,1677,360,151,38
11030_labelled.jpg,Kazakhstan,DS1,1,61163000,324,67,137,34
11608.jpg,Kazakhstan,DS1,0,23074400,0,0,0,0
11608_labelled.jpg,Kazakhstan,DS1,0,23900100,0,0,0,0
13661.jpg,Kazakhstan,DS1,0,22283600,0,0,0,0
13661_labelled.jpg,Kazakhstan,DS1,0,21447100,0,0,0,0
14490.jpg,Kazakhstan,DS1,0,38284200,0,0,0,0
14490_labelled.jpg,Kazakhstan,DS1,0,28124000,0,0,0,0
0001582.jpg,Lithuania,DS1,0,33403800,0,0,0,0
0001582_labelled.jpg,Lithuania,DS1,0,34400200,0,0,0,0
0004980.jpg,Lithuania,DS1,0,18050400,0,0,0,0
0004980_labelled.jpg,Lithuania,DS1,0,17603200,0,0,0,0
0010439.jpg,Lithuania,DS1,0,22290000,0,0,0,0
0010439_labelled.jpg,Lithuania,DS1,0,25092400,0,0,0,0
0016583.jpg,Lithuania,DS1,0,31369200,0,0,0,0
0016583_labelled.jpg,Lithuania,DS1,0,31262200,0,0,0,0
0016678.jpg,Lithuania,DS1,0,27029300,0,0,0,0
0016678_labelled.jpg,Lithuania,DS1,0,27346700,0,0,0,0
0035180.jpg,Lithuania,DS1,3,51387100,51,799,137,34
0035180_labelled.jpg,Lithuania,DS1,3,54818900,51,799,137,34
0068491.jpg,Lithuania,DS1,0,18631300,0,0,0,0
0068491_labelled.jpg,Lithuania,DS1,0,19443500,0,0,0,0
0102864.jpg,Lithuania,DS1,0,31943300,0,0,0,0
0102864_labelled.jpg,Lithuania,DS1,0,53854500,0,0,0,0
0107248.jpg,Lithuania,DS1,0,8712600,0,0,0,0
0107248_labelled.jpg,Lithuania,DS1,0,8381700,0,0,0,0
0115860.jpg,Lithuania,DS1,0,99605100,0,0,0,0
0115860_labelled.jpg,Lithuania,DS1,0,67912000,0,0,0,0
105300195.jpg,Serbia,DS1,0,33064200,0,0,0,0
105300195_labelled.jpg,Serbia,DS1,0,32682000,0,0,0,0
167340173.jpg,Serbia,DS1,0,29834200,0,0,0,0
167340173_labelled.jpg,Serbia,DS1,0,28594300,0,0,0,0
1740739.jpg,Serbia,DS1,0,20416200,0,0,0,0
1740739_labelled.jpg,Serbia,DS1,0,21219800,0,0,0,0
226500274.jpg,Serbia,DS1,1,24377500,553,300,382,96
226500274_labelled.jpg,Serbia,DS1,1,21947200,553,300,382,96
252660408.jpg,Serbia,DS1,0,32926700,0,0,0,0
252660408_labelled.jpg,Serbia,DS1,0,27183300,0,0,0,0
376020645.jpg,Serbia,DS1,0,21972100,0,0,0,0
376020645_labelled.jpg,Serbia,DS1,0,23732100,0,0,0,0
399360962.jpg,Serbia,DS1,0,25645000,0,0,0,0
399360962_labelled.jpg,Serbia,DS1,0,28180800,0,0,0,0
493380888.jpg,Serbia,DS1,0,23484100,0,0,0,0
493380888_labelled.jpg,Serbia,DS1,0,20842400,0,0,0,0
49797120.jpg,Serbia,DS1,0,21273100,0,0,0,0
49797120_labelled.jpg,Serbia,DS1,0,17170800,0,0,0,0
7910400.jpg,Serbia,DS1,0,17647100,0,0,0,0
7910400_labelled.jpg,Serbia,DS1,0,19483000,0,0,0,0
0001882.jpg,Serbia,DS1,3,60262300,846,445,137,34
0001882_labelled.jpg,Serbia,DS1,3,52665900,846,445,137,34
0003049.jpg,Serbia,DS1,0,29374700,0,0,0,0
0003049_labelled.jpg,Serbia,DS1,0,27263100,0,0,0,0
0006722.jpg,Serbia,DS1,1,26752500,1002,463,153,38
0006722_labelled.jpg,Serbia,DS1,1,26289300,1002,463,153,38
0009965.jpg,Serbia,DS1,2,27099800,388,722,243,61
0009965_labelled.jpg,Serbia,DS1,1,24536600,388,721,261,66
0013693.jpg,Serbia,DS1,1,28942700,898,408,183,46
0013693_labelled.jpg,Serbia,DS1,1,25566900,898,408,183,46
0018644.jpg,Serbia,DS1,1,44504800,456,800,207,52
0018644_labelled.jpg,Serbia,DS1,1,37642700,457,800,205,51
0021191.jpg,Serbia,DS1,2,20912800,761,704,184,46
0021191_labelled.jpg,Serbia,DS1,2,20321400,628,700,325,82
0078056.jpg,Serbia,DS1,1,24254700,1144,706,180,45
0078056_labelled.jpg,Serbia,DS1,1,33713600,1149,707,174,44
0087658.jpg,Serbia,DS1,2,33461600,832,221,211,52
0087658_labelled.jpg,Serbia,DS1,2,25360000,832,221,211,52
0091151.jpg,Serbia,DS1,2,18658600,923,236,135,34
0091151_labelled.jpg,Serbia,DS1,1,18499700,923,236,135,34
108072960.jpg,UAE,DS1,0,14553200,0,0,0,0
108072960_labelled.jpg,UAE,DS1,0,15441200,0,0,0,0
11460449.jpg,UAE,DS1,0,15222900,0,0,0,0
11460449_labelled.jpg,UAE,DS1,0,13816300,0,0,0,0
15185000.jpg,UAE,DS1,1,14881600,746,547,145,36
15185000_labelled.jpg,UAE,DS1,1,14979100,750,546,141,35
1689600.jpg,UAE,DS1,0,14217000,0,0,0,0
1689600_labelled.jpg,UAE,DS1,1,13006600,492,425,305,76
17172480.jpg,UAE,DS1,0,13775600,0,0,0,0
17172480_labelled.jpg,UAE,DS1,0,15515600,0,0,0,0
179589120.jpg,UAE,DS1,0,14548600,0,0,0,0
179589120_labelled.jpg,UAE,DS1,0,15612900,0,0,0,0
31365120.jpg,UAE,DS1,0,11831600,0,0,0,0
31365120_labelled.jpg,UAE,DS1,1,13443300,48,525,331,83
31733760.jpg,UAE,DS1,0,14213400,0,0,0,0
31733760_labelled.jpg,UAE,DS1,0,13618500,0,0,0,0
34283520.jpg,UAE,DS1,0,16755000,0,0,0,0
34283520_labelled.jpg,UAE,DS1,0,16826700,0,0,0,0
49433600.jpg,UAE,DS1,0,12159100,0,0,0,0
49433600_labelled.jpg,UAE,DS1,0,12212100,0,0,0,0
Abu Dhabi__13 94120__7383.jpg,UAE,DS1,0,30108700,0,0,0,0
Abu Dhabi__13 94120__7383_labelled.jpg,UAE,DS1,0,30402300,0,0,0,0
Abu Dhabi__15 47361__6880.jpg,UAE,DS1,0,32824700,0,0,0,0
Abu Dhabi__15 47361__6880_labelled.jpg,UAE,DS1,0,34090900,0,0,0,0
Abu Dhabi__6 94000__11870.jpg,UAE,DS1,0,31044400,0,0,0,0
Abu Dhabi__6 94000__11870_labelled.jpg,UAE,DS1,0,26227600,0,0,0,0
Dubai__D 65777__12233.jpg,UAE,DS1,1,29606300,851,588,151,38
Dubai__D 65777__12233_labelled.jpg,UAE,DS1,1,23077900,851,587,151,38
Dubai__J 35357__2978.jpg,UAE,DS1,0,18180400,0,0,0,0
Dubai__J 35357__2978_labelled.jpg,UAE,DS1,0,19503200,0,0,0,0
Dubai__L 16710__5103.jpg,UAE,DS1,0,31966800,0,0,0,0
Dubai__L 16710__5103_labelled.jpg,UAE,DS1,1,34074600,172,325,137,34
Dubai__N 6152__6105.jpg,UAE,DS1,0,26562100,0,0,0,0
Dubai__N 6152__6105_labelled.jpg,UAE,DS1,1,24218400,205,491,166,41
Dubai__T 3972__8943.jpg,UAE,DS1,2,28035400,486,559,201,50
Dubai__T 3972__8943_labelled.jpg,UAE,DS1,2,24217000,485,553,201,50
Dubai__T 75738__7895.jpg,UAE,DS1,0,23911500,0,0,0,0
Dubai__T 75738__7895_labelled.jpg,UAE,DS1,0,25164000,0,0,0,0
Dubai__V 49220__4775.jpg,UAE,DS1,1,32594900,1249,283,145,36
Dubai__V 49220__4775_labelled.jpg,UAE,DS1,1,31058400,1249,283,145,36
00122d9c-7ba37a9ef95be1be.jpg,Diverse-LPDv2,DS2,0,10421100,0,0,0,0
00126043-15185000.jpg,Diverse-LPDv2,DS2,1,15402700,746,547,145,36
001b8255-1100008.jpg,Diverse-LPDv2,DS2,0,1672000,0,0,0,0
001d9cdd-255.jpg,Diverse-LPDv2,DS2,0,2875300,0,0,0,0
00262706-hcKdhhVOaguBEYjl.jpg,Diverse-LPDv2,DS2,0,260260500,0,0,0,0
00388bc2-Sq7NU31YbwZVxsGV.jpg,Diverse-LPDv2,DS2,4,253466300,2980,1248,403,101
00439fca-_vVqUVJFKob3DMWg478RCw_zoom_5___1_12.jpg,Diverse-LPDv2,DS2,1,23494700,479,391,145,36
004419ba-CL4F0b3PzFqiOoYV9hrq-A_zoom_5___1_0.jpg,Diverse-LPDv2,DS2,1,17010100,45,352,183,46
004e2212-officebuilding_2097.jpg,Diverse-LPDv2,DS2,0,1983700,0,0,0,0
0069d9d4-L2P_9_jpg.rf.88560f2cfa4fbfc1ac18a9a7e91ff852.jpg,Diverse-LPDv2,DS2,0,25357800,0,0,0,0
006e9e60-car3.jpg,Diverse-LPDv2,DS2,0,4841600,0,0,0,0
009d45d8-r801.jpg,Diverse-LPDv2,DS2,0,8650700,0,0,0,0
00a64b2a-195.jpg,Diverse-LPDv2,DS2,0,3369100,0,0,0,0
00a82b00-cropquandoi69_jpg.rf.8dbb8672cd99c13bad39014ac50d700d.jpg,Diverse-LPDv2,DS2,0,6482400,0,0,0,0
00ade3c0-a-410-_JPG.rf.44a8d39f5819a532510a15ac7e46bcd7.jpg,Diverse-LPDv2,DS2,0,7927900,0,0,0,0
00b13048-NL5.jpg,Diverse-LPDv2,DS2,0,2717000,0,0,0,0
00be2c3c-brightnessquandoi3_jpg.rf.4438ea6d6b8bb339c2ad4591b28642ca.jpg,Diverse-LPDv2,DS2,0,11223000,0,0,0,0
00d031c2-e2f0d8bf-3a2b-4b6a-9b26-06a886346ef2_jpg.rf.cda58063c2832b39b203a9376953016a.jpg,Diverse-LPDv2,DS2,0,6929700,0,0,0,0
00e7b31a-199.jpg,Diverse-LPDv2,DS2,0,3702200,0,0,0,0
00f78b24-rotatengoaigiao12_jpg.rf.580d02d103bbdfb85c7c63689f863344.jpg,Diverse-LPDv2,DS2,0,20307700,0,0,0,0
010550c9-roof_2144.jpg,Diverse-LPDv2,DS2,0,1226000,0,0,0,0
014d95f8-00f220d92e7681e7.jpg,Diverse-LPDv2,DS2,1,15657000,416,494,166,41
014e9685-G_36.jpg,Diverse-LPDv2,DS2,0,5685300,0,0,0,0
0153168b-officebuilding_2170.jpg,Diverse-LPDv2,DS2,0,1180900,0,0,0,0
01729155-potholes478.png,Diverse-LPDv2,DS2,0,3351200,0,0,0,0
0182967f-7B8Y96GWvOPgq_3BDntc6Q_zoom_5___1_7.jpg,Diverse-LPDv2,DS2,0,25202500,0,0,0,0
01901735-roof_2087.jpg,Diverse-LPDv2,DS2,0,1262300,0,0,0,0
0192c501-LP_136_jpg.rf.1da68221061917fa07e205b684b3fa82.jpg,Diverse-LPDv2,DS2,0,1635100,0,0,0,0
01ad2061-pittsburgh_BdIdx_23214_BdType_roof.jpg,Diverse-LPDv2,DS2,0,856700,0,0,0,0
01b1102b-portland_BdIdx_11744_BdType_house.jpg,Diverse-LPDv2,DS2,0,615700,0,0,0,0
01b9e343-Cars313_png_jpg.rf.7354da2dbc48512d1a5f772eb148981d.jpg,Diverse-LPDv2,DS2,0,2416000,0,0,0,0
01c43c00-IBqBWszPCap6HJ3C.jpeg,Diverse-LPDv2,DS2,2,165938000,443,801,134,33
01c9f66b-car50.jpg,Diverse-LPDv2,DS2,0,24116000,0,0,0,0
01dc8c2e-2000019.jpg,Diverse-LPDv2,DS2,0,2108100,0,0,0,0
0205fbc3-091e6334ca7f0be1.jpg,Diverse-LPDv2,DS2,0,17595600,0,0,0,0
020a4903-77.jpg,Diverse-LPDv2,DS2,0,10125800,0,0,0,0
020bd565-r92.jpg,Diverse-LPDv2,DS2,0,7592000,0,0,0,0
0210cccf-rotatequandoi13_jpg.rf.c72e71a39de69a29311e5edc1f5d1d04.jpg,Diverse-LPDv2,DS2,0,12583300,0,0,0,0
0217767d-9000029.jpg,Diverse-LPDv2,DS2,0,1533000,0,0,0,0
0218081a-kansas_BdIdx_18810_BdType_church.jpg,Diverse-LPDv2,DS2,0,813100,0,0,0,0
02190b05-roof_2069.jpg,Diverse-LPDv2,DS2,0,732200,0,0,0,0
021dec95-64f3ba4f-a3ab-45ef-bd9e-67f54756962c_jpg.rf.3bc153c39f8ab6d4eafffcd735654f62.jpg,Diverse-LPDv2,DS2,0,6894800,0,0,0,0
02357cd3-4434b404-dd10-4150-b226-b76b6ef95e43___new_224489195_8_1000x700_skod_6O2DScq.jpeg,Diverse-LPDv2,DS2,0,2596500,0,0,0,0
02404b6d-2UJyLBRRXQ1tt7Dg5zPEVg_zoom_5___1_4.jpg,Diverse-LPDv2,DS2,0,19950800,0,0,0,0
0245b33a-car-682-_jpg.rf.a54fa79c61c23c6ac1f1d3bdef70f2ce.jpg,Diverse-LPDv2,DS2,1,13440600,354,418,151,38
02557aa7-DGerb3x1Ng3tUCAjGom3Tw_zoom_5___1_11.jpg,Diverse-LPDv2,DS2,0,16886200,0,0,0,0
0268205f-video2_230.jpg,Diverse-LPDv2,DS2,0,7713700,0,0,0,0
0276e1dd-FOEkIqd63fUvNpIO4exdVQ_zoom_5___1_7.jpg,Diverse-LPDv2,DS2,0,19820100,0,0,0,0
0284f5c6-6000000.jpg,Diverse-LPDv2,DS2,0,1525500,0,0,0,0
02922dbb-5793ffc9d96571ef.jpg,Diverse-LPDv2,DS2,0,11915300,0,0,0,0
029de804-kansas_BdIdx_18476_BdType_church.jpg,Diverse-LPDv2,DS2,0,1363200,0,0,0,0
02ac45ac-d603b81c19c888f5.jpg,Diverse-LPDv2,DS2,0,11677600,0,0,0,0
02b9a0c1-portland_BdIdx_110788_BdType_office.jpg,Diverse-LPDv2,DS2,0,1708700,0,0,0,0
02b9f80e-dw5v1OF4h3PiO6xLyKS6-w_zoom_5___1_12.jpg,Diverse-LPDv2,DS2,0,20926700,0,0,0,0
02bd70bf-161.jpg,Diverse-LPDv2,DS2,0,3066200,0,0,0,0
02bdb4da-jVcJXzlCd9gObCA4.jpg,Diverse-LPDv2,DS2,1,185758000,2697,756,356,89
02bf317f-f9008660-e530-4808-a1ac-25fb79f7029d_jpg.rf.7f7789457e843b067ec6e611e5399fc2.jpg,Diverse-LPDv2,DS2,0,6563400,0,0,0,0
02c18352-brightnessquandoi106_jpg.rf.5fd1a91d2330d0449d5166b9912940cf.jpg,Diverse-LPDv2,DS2,0,4570100,0,0,0,0
02c735ae-LP_167_jpg.rf.809004be12a6aaa4a424a75a249884a4.jpg,Diverse-LPDv2,DS2,0,3047300,0,0,0,0
02d7be28-car153.jpg,Diverse-LPDv2,DS2,0,2146500,0,0,0,0
02eda898-kansas_BdIdx_21830_BdType_apartments.jpg,Diverse-LPDv2,DS2,0,1354500,0,0,0,0
02f0f172-JK32.jpg,Diverse-LPDv2,DS2,0,1325900,0,0,0,0
02f39932-potholes369.png,Diverse-LPDv2,DS2,0,3143600,0,0,0,0
02fad853-cleveland_BdIdx_20047_BdType_commercial.jpg,Diverse-LPDv2,DS2,0,1451500,0,0,0,0
031273e2-Cars185_png.rf.4151589241c8b109615de88d38015670.jpg,Diverse-LPDv2,DS2,0,10058800,0,0,0,0
0318154b-video2_1430.jpg,Diverse-LPDv2,DS2,1,4529700,136,183,179,45
033e8ab4-PennPed00086.png,Diverse-LPDv2,DS2,0,2943100,0,0,0,0
03440ec3-potholes87.png,Diverse-LPDv2,DS2,0,3148000,0,0,0,0
03480260-cleveland_BdIdx_1860_BdType_apartments.jpg,Diverse-LPDv2,DS2,0,1114400,0,0,0,0
0351443f-41de2ad0-3785-488e-9f1f-75b76f446cc7___Maruti-Alto-K10-Photos-2.jpg.jpeg,Diverse-LPDv2,DS2,1,3362000,110,299,224,56
036d3592-6000294.jpg,Diverse-LPDv2,DS2,0,2008600,0,0,0,0
037e51cd-30.jpg,Diverse-LPDv2,DS2,0,55384900,0,0,0,0
0391ae54-r54.jpg,Diverse-LPDv2,DS2,1,7844800,71,233,196,49
039c67da-G_35.jpg,Diverse-LPDv2,DS2,1,52537300,871,353,137,34
039f3ed1-a-361-b_JPG.rf.659582654a7c38e4672cd3efee770203.jpg,Diverse-LPDv2,DS2,1,6716100,96,224,158,40
03a705cd-L2P_21_jpg.rf.80977dc68b82fc60ca98f1e969c4025b.jpg,Diverse-LPDv2,DS2,1,4896700,179,75,329,82
03f27d03-17.jpg,Diverse-LPDv2,DS2,0,3831300,0,0,0,0
03f743f7-potholes146.png,Diverse-LPDv2,DS2,0,2483500,0,0,0,0
04006eea-potholes53.png,Diverse-LPDv2,DS2,0,2758700,0,0,0,0
04091297-DGM3nuCQcmfaLNMsTE9TZg_zoom_5___1_12.jpg,Diverse-LPDv2,DS2,0,21927500,0,0,0,0
04144301-CarLongPlateGen3303_jpg.rf.b8f213e6e8518aaeb1ae04fb02b4f1fa.jpg,Diverse-LPDv2,DS2,0,3387600,0,0,0,0
043c622c-0011088.jpg,Diverse-LPDv2,DS2,0,1994800,0,0,0,0
043e11d9-quandoi34_jpg.rf.4718853eee2e7922d5134ffe60e52fbf.jpg,Diverse-LPDv2,DS2,0,4571100,0,0,0,0
043f089f-kansas_BdIdx_37880_BdType_retail.jpg,Diverse-LPDv2,DS2,0,2035400,0,0,0,0
044f4c53-0c066e8a-fb36-47b1-a97b-5063c3103443_jpg.rf.b990d30baa7527128e09ceb1e668a0bc.jpg,Diverse-LPDv2,DS2,0,6309200,0,0,0,0
0451bae4-2f7a4764-d9f8-42b0-94ea-3f7be9799d39_jpg.rf.d2f9df9e6e05f0cf6b9ba08592b42a88.jpg,Diverse-LPDv2,DS2,0,7028400,0,0,0,0
04560818-P0Ea9tS7rGVKKUiy.jpeg,Diverse-LPDv2,DS2,1,255502900,616,531,218,55
047398f0-Cars115_png.rf.a259c665b4c329da6dede7e200c13670.jpg,Diverse-LPDv2,DS2,0,8095200,0,0,0,0
